id,precio,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,cantidad_pisos,departamentos_piso,numero_piso_unidad,comuna
1740,430000.0,55.0,55.0,0.0,0,2,1,0,3,0,0.0,3,3,3,otras
1741,45.0,0.0,170.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,las condes
1742,69.0,268.0,220.0,16.0,0,3,3,2,0,1,500000.0,12,2,12,las condes
1743,420000.0,42.0,42.0,0.0,0,2,2,1,4,0,65000.0,0,0,11,santiago
1744,535000.0,76.0,69.0,0.0,0,3,2,1,0,1,0.0,0,0,0,san miguel
1745,310000.0,50.0,50.0,205.0,0,1,1,0,2,0,32000.0,20,12,15,santiago
1746,45.0,194.0,164.0,0.0,0,3,3,2,0,0,180000.0,0,0,0,otras
1747,325000.0,0.0,32.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,santiago
1749,490000.0,0.0,48.0,0.0,0,0,0,0,0,0,120.0,0,0,0,san miguel
1750,350000.0,0.0,45.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,santiago
1752,85.0,244.0,188.0,0.0,0,4,4,3,0,2,400000.0,2,1,2,otras
1753,260000.0,0.0,28.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1754,360000.0,3085.0,30.0,21.0,0,1,1,0,2,0,45000.0,20,12,8,la florida
1755,370000.0,0.0,52.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,santiago
1756,380000.0,32.0,32.0,0.0,0,1,1,0,0,1,60.0,0,0,0,santiago
1757,355000.0,41.0,44.0,3.0,0,2,1,0,5,1,50000.0,15,8,2,la cisterna
1758,350000.0,0.0,30.0,0.0,0,0,0,0,0,0,0.0,0,0,0,la florida
1759,350000.0,39.0,33.0,6.0,0,1,1,1,2,1,65000.0,30,6,18,santiago
1760,270000.0,33.0,33.0,0.0,0,0,1,0,0,0,0.0,0,0,0,santiago
1761,695000.0,35.0,40.0,0.0,0,1,1,1,0,1,80000.0,0,0,0,ñuñoa
1762,420000.0,0.0,46.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1763,530000.0,58.0,53.0,5.0,0,1,1,1,0,1,0.0,0,0,0,providencia
1764,450000.0,50.0,45.0,0.0,0,2,1,0,2,0,49000.0,24,6,23,otras
1765,450000.0,50.0,53.0,3.0,0,2,2,0,0,0,100000.0,0,0,1807,santiago
1766,550000.0,5255.0,52.0,0.0,0,2,2,1,4,1,98000.0,19,16,6,santiago
1767,285000.0,0.0,33.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,estación central
1768,385000.0,52.0,50.0,2.0,0,2,2,0,3,0,78000.0,20,6,13,santiago
1769,395000.0,45.0,40.0,5.0,0,1,1,0,2,0,75000.0,12,5,1,santiago
1770,590000.0,58.0,51.0,7.0,0,2,2,1,0,1,90000.0,9,16,7,ñuñoa
1771,59.0,223.0,140.0,83.0,0,4,4,2,0,1,400000.0,4,2,4,las condes
1772,375000.0,55.0,50.0,5.0,0,2,2,0,0,1,55000.0,16,8,9,san miguel
1773,360000.0,0.0,36.0,0.0,0,0,0,0,0,0,39999.0,0,0,0,otras
1774,475000.0,60.0,56.0,36.0,0,2,2,1,4,1,110.0,0,6,6,san miguel
1775,450000.0,52.0,52.0,0.0,0,2,2,1,0,0,0.0,17,0,2,la florida
1776,450000.0,55.0,50.0,5.0,0,2,2,1,0,0,69.0,18,12,17,la florida
1777,325000.0,414.0,41.0,21.0,0,2,1,0,4,1,60000.0,20,20,7,santiago
1778,265000.0,34.0,30.0,2.0,0,1,1,2,3,0,55000.0,15,6,11,estación central
1779,330000.0,34.0,34.0,3.0,0,1,1,0,2,0,50000.0,17,4,17,san miguel
1780,350000.0,35.0,35.0,2.0,0,1,1,0,2,0,33000.0,18,8,25,la florida
1781,1150000.0,128.0,109.0,0.0,0,3,2,2,4,0,190000.0,8,6,8,las condes
1782,350000.0,22.0,22.0,0.0,0,1,1,1,2,1,40000.0,20,6,12,santiago
1783,550000.0,0.0,49.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,santiago
1784,350000.0,0.0,45.0,0.0,0,0,0,0,0,0,0.0,0,0,0,san miguel
1785,350000.0,33.0,33.0,0.0,0,1,1,1,2,0,60000.0,0,0,0,santiago
1786,420000.0,0.0,49.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,la florida
1787,260000.0,30.0,28.0,0.0,0,1,1,0,2,1,45000.0,18,0,13,estación central
1788,430000.0,41.0,38.0,3.0,0,2,2,0,0,0,70000.0,0,0,0,santiago
1789,460000.0,55.0,55.0,1.0,0,2,2,0,3,0,75000.0,12,5,6,santiago
1790,1200000.0,100.0,95.0,5.0,0,3,3,1,5,0,150000.0,21,6,19,las condes
1791,370000.0,3996.0,37.0,227.0,0,2,1,0,3,0,70000.0,19,15,6,estación central
1792,480000.0,0.0,52.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,otras
1793,1280000.0,0.0,100.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,otras
1794,375000.0,37.0,37.0,0.0,0,2,1,0,3,1,60000.0,20,6,6,santiago
1795,290000.0,0.0,38.0,0.0,0,0,0,0,0,0,33000.0,0,0,0,santiago
1796,380000.0,53.0,53.0,0.0,0,2,2,0,0,0,0.0,0,0,0,estación central
1797,360000.0,0.0,34.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1798,400000.0,49.0,49.0,0.0,0,2,2,0,0,0,0.0,0,0,0,santiago
1799,350000.0,46.0,46.0,0.0,0,2,1,0,0,0,0.0,0,0,0,estación central
1800,51.0,0.0,113.0,0.0,0,0,0,0,0,0,350.0,0,0,0,las condes
1801,410000.0,46.0,45.0,2.0,0,2,1,0,2,1,80000.0,24,10,24,la florida
1802,46.0,0.0,140.0,0.0,0,0,0,0,0,0,300000.0,0,0,0,otras
1803,400000.0,0.0,42.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,otras
1805,12.0,0.0,41.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,otras
1806,515000.0,6222.0,55.0,666.0,0,2,2,0,4,1,100000.0,16,0,12,santiago
1807,310000.0,0.0,36.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,santiago
1808,250000.0,29.0,27.0,2.0,0,1,1,0,2,0,60000.0,28,12,26,estación central
1809,750.0,63.0,6.0,0.0,0,1,1,1,0,0,0.0,0,0,0,otras
1810,380000.0,0.0,53.0,0.0,0,0,0,0,0,0,0.0,0,0,0,estación central
1811,420000.0,0.0,30.0,0.0,0,0,0,0,0,0,0.0,0,0,0,ñuñoa
1812,380000.0,51.0,51.0,0.0,0,2,2,0,0,0,0.0,0,0,0,estación central
1813,370000.0,45.0,40.0,5.0,0,1,1,0,2,1,70000.0,7,5,2,santiago
1814,310000.0,40.0,40.0,0.0,0,1,1,0,2,0,60000.0,14,6,7,santiago
1815,320000.0,28.0,28.0,0.0,0,1,1,0,2,0,60000.0,24,0,18,santiago
1816,380000.0,27.0,25.0,2.0,0,1,1,0,0,0,0.0,0,4,2,santiago
1817,370000.0,49.0,44.0,5.0,0,2,1,0,4,0,50000.0,21,9,15,otras
1818,335000.0,0.0,33.0,0.0,0,0,0,0,0,0,42000.0,0,0,0,santiago
1819,370000.0,0.0,38.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1820,318000.0,0.0,31.0,0.0,0,0,0,0,0,0,68000.0,0,0,0,santiago
1822,500000.0,53.0,51.0,2.0,0,2,2,0,0,0,70000.0,0,0,7,santiago
1823,290000.0,35.0,35.0,5.0,0,1,1,0,0,0,70000.0,0,0,4,santiago
1824,270000.0,30.0,30.0,0.0,0,1,1,0,0,0,0.0,0,0,0,estación central
1825,650000.0,84.0,84.0,0.0,0,2,2,2,4,1,150000.0,7,2,5,providencia
1826,590000.0,60.0,72.0,12.0,0,2,2,1,0,1,150000.0,5,2,5,providencia
1827,17.0,80.0,80.0,19.0,0,2,2,1,3,1,95000.0,15,8,11,las condes
1828,330000.0,37.0,37.0,0.0,0,1,1,0,2,0,40000.0,6,3,1,providencia
1829,590000.0,0.0,84.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,providencia
1830,330000.0,0.0,35.0,0.0,0,0,0,0,0,0,0.0,0,0,0,providencia
1831,360000.0,38.0,38.0,0.0,0,1,1,0,0,0,58000.0,0,0,0,ñuñoa
1832,370000.0,25.0,25.0,0.0,0,1,1,0,0,0,0.0,0,0,0,providencia
1833,700000.0,0.0,78.0,0.0,0,0,0,0,0,0,180000.0,0,0,0,las condes
1834,685000.0,70.0,62.0,8.0,0,2,2,1,2,1,180000.0,0,0,0,providencia
1835,550000.0,46.0,46.0,0.0,0,1,1,0,2,1,120000.0,0,0,3,las condes
1836,480000.0,0.0,45.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,providencia
1837,585000.0,43.0,38.0,5.0,0,1,1,1,0,1,115000.0,0,0,0,las condes
1839,630000.0,77.0,70.0,7.0,0,2,2,1,0,1,200000.0,5,0,4,providencia
1840,750000.0,0.0,100.0,0.0,0,0,0,0,0,0,158000.0,0,0,0,providencia
1841,580000.0,81.0,75.0,6.0,0,3,2,1,0,1,105000.0,8,0,5,ñuñoa
1842,730000.0,92.0,90.0,2.0,0,2,2,1,0,1,140000.0,7,0,7,providencia
1843,400000.0,0.0,48.0,0.0,0,0,0,0,0,0,35000.0,0,0,0,providencia
1844,400000.0,51.0,49.0,2.0,0,3,1,0,0,0,54000.0,5,8,2,otras
1845,450000.0,0.0,42.0,0.0,0,0,0,0,0,0,0.0,0,0,0,ñuñoa
1846,400000.0,40.0,40.0,0.0,0,1,1,0,2,0,60000.0,10,10,10,providencia
1847,400000.0,42.0,42.0,0.0,0,1,1,1,0,0,70000.0,14,6,8,ñuñoa
1848,550000.0,62.0,62.0,0.0,0,2,2,1,0,1,60000.0,0,0,4,la florida
1849,650000.0,0.0,72.0,0.0,0,0,0,0,0,0,140000.0,0,0,0,ñuñoa
1850,650000.0,85.0,80.0,5.0,0,3,2,1,0,0,100000.0,4,2,4,ñuñoa
1851,17.0,0.0,34.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,las condes
1852,680000.0,0.0,71.0,0.0,0,0,0,0,0,0,0.0,0,0,0,las condes
1853,600000.0,38.0,35.0,2.0,0,2,2,1,2,1,100000.0,7,6,4,providencia
1854,18.0,0.0,65.0,0.0,0,0,0,0,0,0,130000.0,0,0,0,providencia
1857,550000.0,67.0,62.0,3.0,0,2,2,1,3,1,80000.0,20,6,18,ñuñoa
1858,300000.0,0.0,40.0,0.0,0,0,0,0,0,0,30000.0,0,0,0,la florida
1859,950000.0,120.0,100.0,0.0,0,3,2,1,0,1,150000.0,6,0,3,las condes
1860,900000.0,80.0,70.0,10.0,0,2,2,1,0,1,100000.0,0,4,9,las condes
1863,15.0,0.0,65.0,0.0,0,0,0,0,0,0,0.0,0,0,0,providencia
1864,2660.0,0.0,80.0,0.0,0,0,0,0,0,0,210000.0,0,0,0,otras
1865,498000.0,0.0,40.0,0.0,0,0,0,0,0,0,160000.0,0,0,0,las condes
1866,650000.0,0.0,83.0,0.0,0,0,0,0,0,0,35000.0,0,0,0,las condes
1867,950000.0,0.0,108.0,0.0,0,0,0,0,0,0,230000.0,0,0,0,providencia
1868,490000.0,87.0,82.0,0.0,0,3,2,1,0,1,110000.0,0,0,9,san miguel
1869,320000.0,0.0,34.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,ñuñoa
1871,900000.0,0.0,85.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,providencia
1872,600000.0,61.0,55.0,0.0,0,2,1,1,0,0,70000.0,4,3,0,otras
1873,750000.0,90.0,80.0,0.0,0,2,2,1,0,0,0.0,0,0,0,providencia
1874,350000.0,0.0,25.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,providencia
1875,630000.0,80.0,70.0,10.0,0,3,2,2,0,1,150000.0,10,4,0,ñuñoa
1876,500000.0,45.0,45.0,0.0,1,1,1,0,0,0,90000.0,0,4,2,providencia
1877,500000.0,0.0,60.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,ñuñoa
1879,415000.0,0.0,40.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,ñuñoa
1880,2050.0,60.0,60.0,0.0,0,2,1,1,0,1,120000.0,6,5,2,las condes
